DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20240728,365,92,29,1,393,37.57614769436632,30.45965946002535,324.9641928456083
20240728,683,92,395,13,871,61.037299843662886,128.27518745771394,681.6875126986232
20240728,17,92,557,15,230,27.414416058933018,25.922964462517903,176.66261947854906
20240728,246,92,671,13,526,38.03601063079207,75.12279849971895,412.84119086948897
20240728,84,92,215,1,168,19.537853747863792,18.322963114890758,130.13918313724545
20240728,661,92,71,19,274,14.837712739765383,18.8277516407232,240.33453561951143
20240728,456,92,81,3,198,18.36938166223624,25.933126536848192,153.69749180091557
20240728,510,92,98,13,877,85.69101265310522,80.18378882717808,711.1251985197167
20240728,178,92,609,16,134,15.037819108183461,19.62913155328046,99.33304933853609
20240728,887,92,351,12,371,40.59796357214882,33.691747140982336,296.71028928686883
20240728,116,92,763,16,704,44.117865662490665,93.92126648945907,565.9608678480503
20240728,349,92,431,1,467,63.18884614290084,24.316567230194156,379.494586626905
20240728,283,92,436,16,132,10.781759518631059,11.499895058281709,109.71834542308723
20240728,141,92,639,6,445,46.35400928563736,63.04855436986749,335.5974363444951
20240728,524,92,316,13,600,75.50643549762164,79.86233147062765,444.6312330317507
20240728,744,92,187,13,778,46.11333199206179,102.50725850946101,629.3794094984772
20240728,264,92,533,8,214,26.928433815700927,12.730571541319971,174.3409946429791
20240728,337,92,279,7,236,19.028576181939115,33.530221652902384,183.4412021651585
20240728,501,92,328,13,246,20.017451890922867,16.56887260251268,209.41367550656446
20240728,304,92,884,3,283,7.379229648682451,14.64702413602694,260.9737462152906
20240728,56,92,666,18,747,81.70319520319941,103.57796468309553,561.718840113705
20240728,7,92,857,9,183,25.263172286124735,13.773658195594093,143.96316951828118
20240728,986,92,663,8,472,10.102808986553764,39.36302808599159,422.53416292745464
20240728,433,92,860,9,969,129.88314054461324,143.18033449904843,695.9365249563383
20240728,948,92,198,1,952,95.94406233820123,50.40958297064128,805.6463546911575
20240728,888,92,811,13,530,74.39062818348854,35.44640510067731,420.16296671583416
20240728,348,92,257,7,848,115.27486685549069,72.11905922053673,660.6060739239726
20240728,885,92,246,19,664,27.76981514517468,62.12040222790516,574.1097826269202
20240728,850,92,739,20,538,55.93593821880412,30.5343665720026,451.5296952091933
20240728,359,92,753,16,783,71.52420552279958,39.2949628248904,672.18083165231
20240728,507,92,328,11,834,38.557907933480564,77.65638130369165,717.7857107628278
20240728,194,92,995,7,283,22.740896135289375,23.831217632285824,236.42788623242478
20240728,9,92,546,5,435,61.306219646246966,50.837303637073504,322.85647671667954
20240728,69,92,841,17,490,60.01938284647871,56.91463812337352,373.0659790301478
20240728,915,92,264,18,369,53.08240649822618,28.797972582302936,287.1196209194709
20240728,827,92,767,4,930,112.58421102155737,105.24198377284537,712.1738052055973
20240728,783,92,343,16,502,52.30884990980215,36.88891679083979,412.8022332993581
20240728,859,92,248,14,892,76.32956381264707,112.22682840449619,703.4436077828568
20240728,178,92,527,17,422,10.845663794903013,28.51869467127602,382.63564153382094
20240728,525,92,155,18,535,12.501493948555895,41.562590632719484,480.9359154187246
20240728,697,92,793,6,577,83.33353493057304,62.73138225398741,430.93508281543956
20240728,430,92,643,6,769,101.43413707926413,63.93959533174266,603.6262675889932
20240728,366,92,553,17,128,12.047437309690316,14.209658295493288,101.74290439481639
20240728,940,92,871,11,164,22.448264276865025,22.27026463358991,119.28147108954506
20240728,185,92,290,15,537,28.404988712913667,50.6224031815836,457.97260810550273
20240728,802,92,37,7,852,73.09737535736258,79.12199817570693,699.7806264669305
20240728,918,92,831,18,101,6.519044149485534,9.73943519816525,84.74152065234921
20240728,175,92,33,7,867,81.13474421485542,113.90767611939687,671.9575796657477
20240728,140,92,725,5,545,72.62876959925461,50.58149648243699,421.7897339183084
20240728,786,92,795,7,691,43.75177484742724,48.02594054494577,599.222284607627
20240728,776,92,521,1,122,15.816676386701634,16.190767215826483,89.99255639747189
20240728,187,92,324,8,240,10.196893233786039,34.14183548317546,195.6612712830385
20240728,632,92,8,11,993,112.11230918054424,109.79119293562186,771.0964978838339
20240728,919,92,920,17,844,66.85984622204164,52.48556660844123,724.6545871695171
20240728,798,92,834,5,337,23.30903857929194,35.32972916349338,278.3612322572147
20240728,943,92,267,2,963,76.64257872009898,59.89343436848805,826.463986911413
20240728,861,92,206,8,928,81.57232954880988,99.09087082141168,747.3367996297784
20240728,117,92,248,14,338,36.642662004618856,17.62306260776626,283.7342753876149
20240728,560,92,96,18,202,7.801007204479998,30.157056083689824,164.04193671183017
20240728,309,92,829,2,195,13.10915378464431,26.201099423684354,155.68974679167133
20240728,22,92,273,20,956,114.96813799244691,81.08281595299444,759.9490460545587
20240728,862,92,201,19,646,21.381231280432736,41.53720698607863,583.0815617334887
20240728,267,92,853,17,344,11.40004722414154,41.952861743865014,290.64709103199345
20240728,748,92,616,16,410,54.26912910020765,47.48230659069004,308.24856430910233
20240728,353,92,872,13,535,17.011700721840008,35.93429557163996,482.05400370652
20240728,710,92,678,7,279,9.4927091255392,39.29448512013793,230.21280575432286
20240728,236,92,81,2,837,26.084107342712148,58.597880672821105,752.3180119844667
20240728,649,92,501,11,554,61.52393595917637,58.34548282896959,434.13058121185406
20240728,925,92,484,1,467,62.17762049489974,26.16029104769881,378.66208845740147
20240728,581,92,406,5,616,34.22191772118962,56.91677685191962,524.8613054268908
20240728,800,92,782,1,960,128.73615579306124,87.39842358547892,743.8654206214599
20240728,18,92,208,18,465,14.897974910854247,67.20929369429787,382.8927313948479
20240728,979,92,662,11,147,20.22791483180819,15.274363198046055,111.49772197014576
20240728,179,92,693,13,108,14.056676703563653,8.957435992751902,84.98588730368445
20240728,721,92,556,7,600,74.91726749980162,77.950639070846,447.1320934293524
20240728,622,92,218,7,706,53.98441069145326,62.942973814243146,589.0726154943036
20240728,546,92,187,6,888,27.84543775803113,76.09655487769065,784.0580073642782
20240728,591,92,523,3,797,75.46488789990941,46.81724904736561,674.717863052725
20240728,689,92,421,19,397,17.01234186634851,44.25319201633847,335.734466117313
20240728,747,92,393,3,192,9.827650430336128,24.620432095274133,157.55191747438974
20240728,523,92,574,10,420,16.050466659010045,27.67237913779876,376.2771542031912
20240728,14,92,785,2,144,4.266614524332028,15.442494289027717,124.29089118664025
20240728,73,92,654,17,494,65.83013125142425,57.76062526911231,370.40924347946344
20240728,551,92,800,3,956,67.72097855479012,106.46918387053127,781.8098375746786
20240728,382,92,953,12,122,15.021950639214285,12.819273569977462,94.15877579080825
20240728,233,92,367,8,966,89.78743217945942,128.02759114259678,748.1849766779438
20240728,583,92,419,5,485,69.07864886939994,42.146341069580494,373.77501006101954
20240728,346,92,655,20,133,16.09920749812914,13.276962170603436,103.62383033126743
20240728,361,92,721,5,982,132.72470210898075,119.72576005909107,729.5495378319282
20240728,819,92,941,14,651,47.596053766130204,90.85786674255647,512.5460794913133
20240728,79,92,394,13,104,13.236788785562721,14.97892137893655,75.78428983550073
20240728,765,92,414,18,492,62.84803962578021,63.90391808253379,365.24804229168603
20240728,789,92,811,4,219,16.41317750995751,20.259322239952432,182.32750025009005
20240728,683,92,531,14,424,60.80430756908216,47.03830135572306,316.15739107519477
20240728,378,92,131,12,498,18.7744169838316,35.87030291432191,443.35528010184646
20240728,249,92,533,5,853,126.02115567823854,87.28960769376228,639.6892366279992
20240728,779,92,407,6,765,39.15010578749689,58.85902136328005,666.990872849223
20240728,829,92,175,3,893,95.0243020085306,98.21528622034558,699.7604117711238
20240728,378,92,735,9,756,30.715346503598163,80.75332712347372,644.5313263729281
20240728,749,92,160,19,951,100.54253257676666,106.21664863376847,744.2408187894648
20240728,352,92,451,13,164,10.6722628840196,16.387170121654684,136.9405669943257
20240728,687,92,409,7,908,82.7214657394105,57.15286387994952,768.12567038064
20240728,322,92,90,4,949,136.22204449164133,105.23696664151451,707.5409888668441
20240728,201,92,200,15,983,120.78326884012084,79.88913504032482,782.3275961195543
20240728,917,92,435,15,337,46.71476367775938,36.41656763402438,253.86866868821625
20240728,53,92,218,7,440,60.51565535239701,58.256014606448204,321.2283300411548
20240728,7,92,199,4,716,70.52482168330805,93.29854714454669,552.1766311721453
20240728,598,92,600,4,523,23.002157491274414,56.7545375023469,443.2433050063787
20240728,852,92,927,20,564,16.781589360269543,51.88257800473188,495.3358326349986
20240728,35,92,634,18,385,29.255839776385926,46.98577987070411,308.75838035290997
20240728,47,92,581,3,181,20.198730366191807,19.651729454648745,141.14954017915943
20240728,363,92,423,2,169,5.839015539990179,17.530763421587714,145.63022103842212
20240728,174,92,309,9,858,115.32531119836605,86.03876940490971,656.6359193967243
20240728,421,92,202,14,264,34.09771664022738,13.638084541366931,216.2641988184057
20240728,52,92,709,1,864,72.01298098174381,69.74911667941309,722.2379023388431
20240728,565,92,400,12,287,17.723883157600632,30.533291155279503,238.74282568711988
20240728,157,92,915,11,885,54.00155877331949,113.65059238880718,717.3478488378734
20240728,966,92,600,3,885,19.253409858302344,89.22832199115443,776.5182681505432
20240728,884,92,111,10,728,88.54932218494213,84.56968271173443,554.8809951033235
20240728,334,92,765,17,699,15.2168956485635,67.1697873920367,616.6133169593998
20240728,932,92,11,12,607,86.11289374277277,65.72337349308647,455.1637327641408
20240728,412,92,216,3,131,10.940230644828981,16.380040182919597,103.67972917225143
20240728,246,92,817,1,432,29.183962158313683,54.12212048223897,348.69391735944737
20240728,170,92,869,14,810,92.98776002797791,57.11067691741348,659.9015630546086
20240728,929,92,320,4,806,56.02095227368974,44.39500646500491,705.5840412613054
20240728,573,92,177,12,682,19.96739425641927,96.02774343422186,566.0048623093588
20240728,248,92,205,14,387,13.392970974511929,24.174776339629,349.43225268585905
20240728,321,92,516,16,329,43.50401017755734,36.160467362408546,249.3355224600341
20240728,546,92,492,7,108,9.024545042186082,13.012337145106132,85.9631178127078
20240728,49,92,808,8,796,47.683278019981465,42.027337559038806,706.2893844209798
20240728,555,92,260,3,245,28.801792092474454,21.714769412244458,194.4834384952811
20240728,226,92,864,6,371,21.34604504153648,50.61573515158343,299.0382198068801
20240728,129,92,163,5,886,82.63990338041964,58.74005530397437,744.6200413156059
20240728,708,92,222,3,305,38.083116191377684,45.287419664233994,221.62946414438832
