DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20240728,76,52,663,8,892,19.08634026325581,91.61174372526015,781.3019160114841
20240728,327,52,19,15,249,5.076716771025247,14.43916100058674,229.484122228388
20240728,807,52,896,9,352,51.09645951245096,23.76583594323455,277.1377045443145
20240728,227,52,152,19,558,69.58463506922537,41.59066039781442,446.8247045329602
20240728,562,52,489,8,559,15.959223987043915,68.41468465085546,474.6260913621006
20240728,296,52,534,8,450,24.093468687636246,33.395029118599396,392.5115021937644
20240728,951,52,893,20,282,20.358215009393092,33.228546319430926,228.41323867117598
20240728,783,52,356,1,581,58.52356717730358,63.05039657764281,459.42603624505364
20240728,662,52,912,9,384,56.35748484336097,28.310711211437727,299.3318039452013
20240728,173,52,347,13,982,69.24564887393733,80.19501919399482,832.5593319320678
20240728,763,52,955,17,337,14.126955977158781,35.32687799168107,287.54616603116017
20240728,211,52,375,16,815,102.47801882369735,118.78067698260625,593.7413041936964
20240728,485,52,860,20,320,29.05982399699973,35.35827059397113,255.58190540902916
20240728,601,52,769,15,741,21.14599919921739,96.43352476746432,623.4204760333183
20240728,889,52,705,14,515,55.4673584415506,46.88243865136234,412.6502029070871
20240728,94,52,542,17,742,79.16160119691847,96.23295085107327,566.6054479520083
20240728,431,52,397,19,604,44.12883207062884,31.30103571153508,528.5701322178361
20240728,384,52,259,16,870,113.16497120311823,120.48198584292707,636.3530429539546
20240728,427,52,205,2,944,102.01624142945887,58.38144303554433,783.6023155349968
20240728,377,52,530,6,411,21.286744114645202,29.92741730682092,359.78583857853386
20240728,549,52,169,15,373,7.723923221165107,21.88931278185493,343.38676399698
20240728,894,52,519,15,967,72.46230835424083,82.3112010644542,812.2264905813049
20240728,523,52,194,14,728,95.71418023867197,43.46249981635863,588.8233199449694
20240728,78,52,45,12,669,83.22083944660478,82.0641908772822,503.714969676113
20240728,570,52,490,12,752,18.244272220664705,85.34793577060432,648.407792008731
20240728,314,52,718,10,504,58.79756129128251,67.654352574487,377.5480861342305
20240728,685,52,623,10,621,28.959841031468727,33.45678478299944,558.5833741855319
20240728,722,52,203,13,336,8.78071841785942,42.298129437565514,284.92115214457505
20240728,519,52,722,10,781,37.30384518019786,94.76510140875587,648.9310534110463
20240728,338,52,724,9,866,43.17717137960797,93.4263823864533,729.3964462339387
20240728,338,52,793,12,451,17.068305420753486,66.89187714734481,367.0398174319017
20240728,803,52,113,12,513,45.95550851641003,51.094848620080334,415.94964286350967
20240728,559,52,216,15,644,43.674214828760185,41.69621681966302,558.6295683515768
20240728,796,52,841,16,899,66.16643787799137,48.48731474725663,784.346247374752
20240728,713,52,740,1,312,13.308732305920326,46.55631884094238,252.1349488531373
20240728,670,52,944,9,302,11.673490490151298,26.672813832918546,263.65369567693017
20240728,939,52,682,18,325,23.68581401980905,38.51114851242193,262.803037467769
20240728,580,52,178,17,954,90.81803713241268,76.2705758783688,786.9113869892185
20240728,836,52,996,5,198,10.186526520086998,13.372136425771657,174.44133705414134
20240728,843,52,438,17,863,120.3790263175539,126.39458139912696,616.2263922833191
20240728,664,52,427,18,878,53.768555779422734,127.5150110705251,696.7164331500521
